Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81930302016247LGN00, 193, 030, 193, 030,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160903095257_20160903113103.01,LT8BPF20160902083306_20160902084122.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/09/03,2016:247:10:05:16.4595380,2016:247:10:05:48.2295350,2016/09/03,9,2.26,50.47027172,149.66739045,4.158,3.849,361,4,Y,LPGS_2.6.2,43°11'05.46"N,9°30'38.38"E,44°14'39.59"N,8°38'52.51"E,43°49'27.34"N,10°57'27.90"E,42°06'34.52"N,10°20'17.88"E,42°31'34.97"N,8°05'29.90"E,43.18485,9.51066,44.24433,8.64792,43.82426,10.95775,42.10959,10.3383,42.52638,8.09164,LC81930302016247LGN00,LC81930302016247LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930302016247LGN00
LC81930312016247LGN00, 193, 031, 193, 031,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160903095257_20160903113103.01,LT8BPF20160902083306_20160902084122.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/09/03,2016:247:10:05:40.3505760,2016:247:10:06:12.1205730,2016/09/03,9,.44,51.54678997,148.20595084,5.267,5.961,362,4,Y,LPGS_2.6.2,41°45'33.91"N,9°01'52.90"E,42°49'02.46"N,8°11'03.01"E,42°24'10.91"N,10°26'32.35"E,40°41'09.85"N,9°50'44.09"E,41°05'51.61"N,7°38'47.18"E,41.75942,9.03136,42.81735,8.18417,42.40303,10.44232,40.68607,9.84558,41.09767,7.64644,LC81930312016247LGN00,LC81930312016247LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930312016247LGN00
LC81950302016245LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160901100518_20160901105020.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/09/01,2016:245:10:17:37.5012630,2016:245:10:18:09.2712600,2016/09/01,9,.57,51.08595186,148.99928089,3.669,4.491,573,4,Y,LPGS_2.6.2,43°11'04.70"N,6°25'18.08"E,44°14'39.19"N,5°33'30.10"E,43°49'25.93"N,7°52'10.06"E,42°06'33.59"N,7°14'59.75"E,42°31'34.97"N,5°00'07.27"E,43.18464,6.42169,44.24422,5.55836,43.82387,7.86946,42.10933,7.24993,42.52638,5.00202,LC81950302016245LGN00,LC81950302016245LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302016245LGN00
LC81950292016245LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160901100518_20160901105020.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/09/01,2016:245:10:17:13.6144610,2016:245:10:17:45.3844580,2016/09/01,9,6.5,50.00118609,150.44793887,4.401,4.26,721,4,Y,LPGS_2.6.2,44°36'29.05"N,6°55'08.62"E,45°40'10.16"N,6°02'17.23"E,45°14'32.75"N,8°24'24.91"E,43°31'50.27"N,7°45'44.75"E,43°57'13.54"N,5°27'40.86"E,44.60807,6.91906,45.66949,6.03812,45.24243,8.40692,43.53063,7.76243,43.95376,5.46135,LC81950292016245LGN00,LC81950292016245LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292016245LGN00
LC82040272016244LGN00, 204, 027, 204, 027,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160831105011_20160831123948.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/31,2016:244:11:12:02.8110640,2016:244:11:12:34.5810610,2016/08/31,9,8.46,48.08568869,152.9355948,5.904,6.282,40,4,Y,LPGS_2.6.2,47°26'57.12"N,5°55'44.90"W,48°30'53.28"N,6°50'48.48"W,48°04'22.04"N,4°21'07.09"W,46°22'01.16"N,5°03'15.48"W,46°48'13.00"N,7°28'16.36"W,47.4492,-5.92914,48.5148,-6.8468,48.07279,-4.35197,46.36699,-5.0543,46.80361,-7.47121,LC82040272016244LGN00,LC82040272016244LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82040272016244LGN00
LC81970272016243LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160830101716_20160830110217.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/30,2016:243:10:28:46.8020810,2016:243:10:29:18.5720780,2016/08/30,9,3.09,48.41358284,152.64659464,5.728,4.964,397,4,Y,LPGS_2.6.2,47°26'56.87"N,4°53'11.22"E,48°30'53.14"N,3°58'07.46"E,48°04'21.97"N,6°27'48.67"E,46°22'00.77"N,5°45'40.46"E,46°48'12.56"N,3°20'39.77"E,47.44913,4.88645,48.51476,3.96874,48.07277,6.46352,46.36688,5.76124,46.80349,3.34438,LC81970272016243LGN00,LC81970272016243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272016243LGN00
LC81970252016243LGN00, 197, 025, 197, 025,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160830101716_20160830110217.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/30,2016:243:10:27:59.0284770,2016:243:10:28:30.7984740,2016/08/30,9,7.3,46.14347499,155.32258911,5.344,4.818,402,4,Y,LPGS_2.6.2,50°16'52.82"N,6°02'24.36"E,51°21'07.42"N,5°04'56.17"E,50°53'32.50"N,7°43'17.62"E,49°11'36.71"N,6°56'54.89"E,49°38'45.71"N,4°23'57.19"E,50.28134,6.0401,51.35206,5.08227,50.89236,7.72156,49.19353,6.94858,49.64603,4.39922,LC81970252016243LGN00,LC81970252016243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970252016243LGN00
LC81970262016243LGN00, 197, 026, 197, 026,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160830101716_20160830110217.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/30,2016:243:10:28:22.9152790,2016:243:10:28:54.6852760,2016/08/30,9,6.55,47.28607159,154.0006939,5.3,4.492,312,4,Y,LPGS_2.6.2,48°51'59.15"N,5°26'59.46"E,49°56'04.31"N,4°30'44.64"E,49°29'02.65"N,7°04'37.13"E,47°46'53.47"N,6°20'28.43"E,48°13'32.66"N,3°51'37.15"E,48.86643,5.44985,49.93453,4.5124,49.48407,7.07698,47.78152,6.34123,48.22574,3.86032,LC81970262016243LGN00,LC81970262016243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970262016243LGN00
LC81970302016243LGN00, 197, 030, 197, 030,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160830101716_20160830110217.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/30,2016:243:10:29:58.4624860,2016:243:10:30:30.2324830,2016/08/30,9,6.82,51.69160692,148.32600882,4.186,4.528,386,4,Y,LPGS_2.6.2,43°11'04.81"N,3°19'57.83"E,44°14'39.66"N,2°28'06.42"E,43°49'25.10"N,4°46'53.00"E,42°06'33.34"N,4°09'42.73"E,42°31'36.05"N,1°54'43.81"E,43.18467,3.33273,44.24435,2.46845,43.82364,4.78139,42.10926,4.16187,42.52668,1.91217,LC81970302016243LGN00,LC81970302016243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970302016243LGN00
LC81990312016241LGN00, 199, 031, 199, 031,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160828103000_20160828111438.01,LT8BPF20160818203550_20160818225656.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/28,2016:241:10:42:43.2426500,2016:241:10:43:15.0126470,2016/08/28,9,1.96,53.32707591,146.05563868,4.468,5.046,545,4,Y,LPGS_2.6.2,41°45'33.95"N,0°14'08.92"W,42°49'03.18"N,1°05'03.19"W,42°24'09.65"N,1°10'35.36"E,40°41'09.24"N,0°34'46.96"E,41°05'52.94"N,1°37'18.95"W,41.75943,-.23581,42.81755,-1.08422,42.40268,1.17649,40.6859,.57971,41.09804,-1.62193,LC81990312016241LGN00,LC81990312016241LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990312016241LGN00
