Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81960282016252LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,PRELIMINARY,LO8BPF20160908101506_20160908105720.01,LT8BPF20160902083306_20160902084122.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/09/08,2016:252:10:23:02.2770520,2016:252:10:23:34.0470490,2016/09/08,9,1.4,46.62192698,153.90158905,4.406,4.116,544,4,Y,LPGS_2.6.2,46°01'46.78"N,5°53'17.81"E,47°05'34.87"N,4°59'21.91"E,46°39'32.18"N,7°25'08.08"E,44°56'59.89"N,6°44'49.42"E,45°22'45.98"N,4°23'24.68"E,46.02966,5.88828,47.09302,4.98942,46.65894,7.41891,44.94997,6.74706,45.37944,4.39019,LC81960282016252LGN00,LC81960282016252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282016252LGN00
LC81960282016236LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,FINAL,LO8BPF20160823101126_20160823105451.01,LT8BPF20160818225656_20160902083306.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/23,2016:236:10:22:57.1355260,2016:236:10:23:28.9055230,2016/09/08,9,.21,51.64766328,149.15414741,4.035,4.103,548,4,Y,LPGS_2.6.2,46°01'47.46"N,5°53'44.92"E,47°05'35.77"N,4°59'49.09"E,46°39'32.87"N,7°25'35.00"E,44°57'00.65"N,6°45'16.09"E,45°22'46.88"N,4°23'51.61"E,46.02985,5.89581,47.09327,4.99697,46.65913,7.42639,44.95018,6.75447,45.37969,4.39767,LC81960282016236LGN00,LC81960282016236LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282016236LGN00
LC81960282016220LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,FINAL,LO8BPF20160807101120_20160807103559.02,LT8BPF20160803085042_20160818203550.01,L8CPF20160701_20160930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/08/07,2016:220:10:22:51.0427080,2016:220:10:23:22.8127050,2016/08/25,9,2.08,55.95417731,144.59068679,4.265,4.369,510,4,Y,LPGS_2.6.2,46°01'46.92"N,5°54'12.74"E,47°05'35.27"N,5°00'17.68"E,46°39'32.22"N,7°26'02.72"E,44°56'59.89"N,6°45'43.34"E,45°22'46.27"N,4°24'19.69"E,46.0297,5.90354,47.09313,5.00491,46.65895,7.43409,44.94997,6.76204,45.37952,4.40547,LC81960282016220LGN00,LC81960282016220LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282016220LGN00
LC81960282016188LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,FINAL,LO8BPF20160706101111_20160706103551.02,LT8BPF20160620195437_20160707083823.01,L8CPF20160701_20160930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/07/06,2016:188:10:22:42.8044230,2016:188:10:23:14.5744200,2016/07/08,9,19.14,61.71941535,139.26610232,4.934,4.707,296,4,Y,LPGS_2.6.2,46°01'46.63"N,5°53'33.97"E,47°05'35.34"N,4°59'38.62"E,46°39'31.68"N,7°25'24.53"E,44°56'59.50"N,6°45'04.68"E,45°22'46.45"N,4°23'40.16"E,46.02962,5.89277,47.09315,4.99406,46.6588,7.42348,44.94986,6.7513,45.37957,4.39449,LC81960282016188LGN00,LC81960282016188LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282016188LGN00
LC81960282016172LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,FINAL,LO8BPF20160620101102_20160620103542.01,LT8BPF20160606063351_20160620173313.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/06/20,2016:172:10:22:33.7183780,2016:172:10:23:05.4883750,2016/06/22,9,18.69,62.77903586,139.72964384,5.064,4.756,369,4,Y,LPGS_2.6.2,46°01'46.24"N,5°54'16.56"E,47°05'34.87"N,5°00'21.24"E,46°39'30.92"N,7°26'07.40"E,44°56'58.99"N,6°45'47.30"E,45°22'46.24"N,4°24'22.50"E,46.02951,5.9046,47.09302,5.0059,46.65859,7.43539,44.94972,6.76314,45.37951,4.40625,LC81960282016172LGN00,LC81960282016172LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282016172LGN00
LC81960282015361LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,FINAL,LO8BPF20151227101812_20151227110427.01,LT8BPF20151225202015_20160110080819.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/27,2015:361:10:22:57.1122140,2015:361:10:23:28.8822100,2016/05/19,9,11.82,18.62894447,162.05881763,5.614,7.657,291,4,Y,LPGS_2.6.2,46°01'46.42"N,5°52'31.51"E,47°05'34.04"N,4°58'34.46"E,46°39'32.87"N,7°24'20.77"E,44°57'00.14"N,6°44'04.13"E,45°22'44.76"N,4°22'39.32"E,46.02956,5.87542,47.09279,4.97624,46.65913,7.40577,44.95004,6.73448,45.3791,4.37759,LC81960282015361LGN00,LC81960282015361LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282015361LGN00
LC81960282015345LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20151211101747_20151211110426.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/11,2015:345:10:22:55.9920790,2015:345:10:23:27.7620760,2016/01/31,9,11.8,19.36312366,163.83166755,5.421,6.943,344,3,Y,LPGS_2.6.0,46°01'47.86"N,5°53'09.78"E,47°05'35.45"N,4°59'12.70"E,46°39'33.62"N,7°24'59.87"E,44°57'01.40"N,6°44'42.65"E,45°22'46.63"N,4°23'16.94"E,46.02996,5.88605,47.09318,4.98686,46.65934,7.41663,44.95039,6.74518,45.37962,4.38804,LC81960282015345LGN00,LC81960282015345LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282015345LGN00
LC81960282015313LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20151109101547_20151109110402.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/09,2015:313:10:22:55.9027830,2015:313:10:23:27.6727800,2016/02/05,9,19.23,25.83526714,164.81011358,5.033,6.471,354,3,Y,LPGS_2.6.0,46°01'47.17"N,5°53'04.99"E,47°05'35.16"N,4°59'08.63"E,46°39'32.76"N,7°24'55.26"E,44°57'00.40"N,6°44'37.07"E,45°22'46.20"N,4°23'11.94"E,46.02977,5.88472,47.0931,4.98573,46.6591,7.41535,44.95011,6.74363,45.3795,4.38665,LC81960282015313LGN00,LC81960282015313LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282015313LGN00
LC81960282015249LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150906101109_20150906105634.01,LT8BPF20150906100715_20150906105757.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/06,2015:249:10:22:40.1201460,2015:249:10:23:11.8901420,2015/09/06,9,24.36,47.50490346,152.99267795,4.949,4.511,282,-1,Y,LPGS_2.5.1,46°01'47.28"N,5°53'58.09"E,47°05'35.74"N,5°00'02.59"E,46°39'32.22"N,7°25'48.68"E,44°57'00.22"N,6°45'29.05"E,45°22'47.03"N,4°24'04.36"E,46.0298,5.89947,47.09326,5.00072,46.65895,7.43019,44.95006,6.75807,45.37973,4.40121,LC81960282015249LGN00,LC81960282015249LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282015249LGN00
LC81960282015233LGN00, 196, 028, 196, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150821101104_20150821105429.01,LT8BPF20150821100710_20150821105552.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/21,2015:233:10:22:34.8244580,2015:233:10:23:06.5944550,2015/08/21,9,1.64,52.41068421,148.19884985,4.152,4.074,550,-1,Y,LPGS_2.5.1,46°01'47.50"N,5°53'55.39"E,47°05'36.06"N,5°00'00.68"E,46°39'32.54"N,7°25'45.77"E,44°57'00.32"N,6°45'25.78"E,45°22'47.17"N,4°24'02.02"E,46.02986,5.89872,47.09335,5.00019,46.65904,7.42938,44.95009,6.75716,45.37977,4.40056,LC81960282015233LGN00,LC81960282015233LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960282015233LGN00
