LIBMIN,PMUN13,SURFACE,DENSITE,LAT,LONG
Hasliberg,1214,41.7,29.1,46.7500962,8.1763261
Hauenstein-Ifenthal,315,5.3,58.9,47.37794,7.87245
Hauptwil-Gottshaus,1905,12.5,152.5,47.4796418,9.2513793
Hausen(AG),3299,3.2,1027.7,47.4621304,8.2115423
HausenamAlbis,3431,13.7,251.9,47.243851,8.5337973
Haut-Intyamon,1445,60.5,23.9,46.5186754,7.0560351
Haut-Vully,1360,7.6,179.4,46.9503685,7.0761554
Haute-Ajoie,987,36.5,27.1,47.383333,7.0
Haute-Sorne,6828,71.1,96.1,47.35,7.233333
Hauterive(FR),2367,11.9,198.2,46.7610132,7.0961217
Hauterive(NE),2579,2.2,1216.5,47.0156428,6.9725091
Hauteville,583,10.6,55.4,46.6703036,7.1101245
Hedingen,3595,6.5,550.5,47.2977669,8.4482542
Hefenhofen,1234,6.1,204.0,47.5585959,9.3076848
Heiden,4031,7.5,539.6,47.4440576,9.5319772
Heiligenschwendi,693,5.6,124.9,46.7501941,7.6863827
Heimberg,6585,5.4,1217.2,46.7842257,7.6054974
Heimenhausen,1021,5.8,174.5,47.2099552,7.7001195
Heimiswil,1604,23.4,68.7,47.0647717,7.6590987
Heitenried,1377,9.1,151.0,46.8262854,7.3006121
Hellikon,784,7.1,111.2,47.5099292,7.9241818
Hellsau,191,1.5,129.1,47.1460901,7.6489797
Hemberg,924,20.2,45.8,47.3004487,9.1760617
Hemishofen,441,7.9,55.8,47.6768604,8.8319084
Hemmiken,263,3.4,77.6,47.4887554,7.8925242
Hendschiken,1050,3.5,298.3,47.38572,8.21933
Henggart,2275,3.1,748.4,47.5639239,8.6839945
Henniez,266,2.6,101.9,46.7422803,6.883395
Herbetswil,541,16.4,33.2,47.2957401,7.5922803
Herbligen,581,2.7,210.5,46.8280355,7.6060916
Herdern,995,13.7,72.8,47.6049437,8.9099908
Hérémence,1376,107.6,12.8,46.1724731,7.4214539
Hergiswil(NW),5578,14.2,389.8,46.9905821,8.3083735
HergiswilbeiWillisau,1860,31.3,59.4,47.0853068,7.9575943
Herisau,15342,25.2,608.8,47.3857009,9.2798472
Hermance,966,1.5,670.8,46.3006983,6.2449688
Hermenches,368,4.8,77.1,46.6419622,6.7602436
Hermiswil,93,1.1,89.4,47.1532586,7.6965374
Hermrigen,258,3.5,75.4,47.0813816,7.2439053
Herrliberg,6173,9.0,687.4,47.2895818,8.6134257
Hersberg,330,1.7,197.6,47.4922007,7.7833916
Herznach,1399,6.3,222.8,47.4742674,8.0507173
Herzogenbuchsee,6979,9.8,710.0,47.189468,7.7077698
Hettlingen,3013,5.8,510.7,47.5470158,8.7087902
Hildisrieden,2015,7.0,285.8,47.1507878,8.2284761
Hilterfingen,4058,2.8,1439.0,46.7439605,7.6472306
Himmelried,933,6.0,155.5,47.42219,7.59808
Hindelbank,2304,6.7,342.3,47.0454556,7.5401137
Hinterrhein,63,48.4,1.3,46.5304816,9.1985525
Hinwil,10751,22.3,482.1,47.3035511,8.8365285
Hirschthal,1485,3.5,420.7,47.3188006,8.0527123
Hirzel,2146,9.7,220.8,47.2146575,8.6106574
Hittnau,3562,13.0,274.6,47.3689961,8.8227038
Hitzkirch,4942,24.6,200.0,47.2249542,8.2632896
Hochdorf,9101,9.6,946.0,47.1665813,8.2920671
Hochfelden,2009,6.2,326.1,47.5234132,8.5156032
Hochwald,1277,8.3,153.5,47.4574646,7.6431883
Höchstetten,272,2.6,103.0,47.1424098,7.6324651
Hölstein,2368,6.0,392.7,47.42396,7.77001
Höri,2636,4.8,551.5,47.5082689,8.5104596
Hofstetten(ZH),481,8.9,54.5,47.4731074,8.8538246
HofstettenbeiBrienz,533,8.7,60.8,46.7548691,8.0774025
Hofstetten-Flüh,3136,7.5,417.0,47.4769723,7.5117799
Hohenrain,2490,23.4,107.1,47.18086,8.3177
Hohentannen,621,8.0,77.6,47.5076615,9.2249248
Holderbank(AG),1024,2.3,441.4,47.4278444,8.1685729
Holderbank(SO),631,7.8,81.3,47.3324218,7.752904
Holziken,1285,2.9,449.3,47.3215574,8.0376896
Homberg,510,6.5,78.5,46.7731573,7.6794276
Hombrechtikon,8200,12.2,673.2,47.25259,8.77026
Homburg,1478,24.1,61.2,47.6346352,9.0057345
Honau,376,1.3,300.8,47.1306454,8.4063308
Horgen,19608,21.1,928.8,47.260742,8.596363
Horn,2611,1.7,1518.0,47.4949526,9.4627045
Hornussen,882,7.3,121.3,47.4998388,8.0646316
Horrenbach-Buchen,251,20.4,12.3,46.7794,7.7525701
Horriwil,861,2.6,327.4,47.1818497,7.6220212
Horw,13790,12.8,1074.0,47.0184461,8.3079399
Hospental,202,35.0,5.8,46.6179587,8.5674401
Hubersdorf,740,1.4,544.1,47.2433149,7.5885493
Hünenberg,8802,18.4,477.1,47.1771936,8.4271865
Hüniken,86,1.0,85.1,47.1848142,7.6374872
Hüntwangen,1005,4.9,204.7,47.5959731,8.4920685
Hütten,908,7.2,124.6,47.1755749,8.664826
Hüttikon,681,1.6,428.3,47.4445367,8.3868213
Hüttlingen,816,11.6,70.3,47.5783919,8.9803043
Hüttwilen,1587,17.7,89.9,47.6091195,8.872307
Humlikon,482,3.7,131.0,47.5763259,8.6704909
Hundwil,976,24.1,40.7,47.3658642,9.3207148
Hunzenschwil,3509,3.3,1076.4,47.3864912,8.1226224
Huttwil,4702,17.3,272.7,47.1133544,7.8514819
Icogne,548,25.0,22.1,46.290802,7.4381663
Iffwil,417,5.0,82.4,47.0641662,7.4783324
Ilanz/Glion,4620,133.4,34.6,46.766667,9.2
Illgau,801,10.9,73.6,46.9878459,8.7250152
Illnau-Effretikon,16279,25.3,643.7,47.4272742,8.6903376
Inden,126,9.9,12.8,46.3440334,7.617709
Ingenbohl,8640,13.5,643.3,46.9993722,8.6096206
Inkwil,622,3.4,185.1,47.2019138,7.6692352
Innerthal,193,50.2,3.8,47.1058989,8.9188341
Innertkirchen,1041,236.6,4.4,46.7051766,8.227401
Ins,3345,23.9,140.2,47.0060765,7.1056172
Interlaken,5659,4.4,1316.0,46.6863481,7.8632049
Inwil,2387,10.3,231.3,47.1223061,8.3506794
Ipsach,4032,1.9,2111.0,47.1143109,7.232491
Iragna,552,18.3,30.0,46.3306839,8.9678058
Iseltwald,426,21.9,19.5,46.7115858,7.9642999
Isenthal,519,61.0,8.5,46.9105925,8.5619813
Isérables,879,15.3,57.7,46.1625122,7.2444663
Islisberg,605,1.7,364.5,47.3231894,8.4393759
Isone,397,12.9,31.0,46.1292959,8.9860855
Isorno,324,17.1,18.9,46.2011436,8.683541
Itingen,2048,3.1,652.2,47.4671523,7.7851197
Ittigen,11067,4.2,2628.7,46.9761433,7.4818936
Jaberg,255,1.3,193.2,46.8178857,7.5695571
Jaun,670,55.2,12.1,46.6103237,7.2861428
Jegenstorf,5466,13.5,404.9,47.0500303,7.5069284
Jenaz,1147,26.0,44.3,46.928685,9.7194467
Jenins,896,10.5,85.0,47.0005004,9.5577461
Jens,676,4.6,147.6,47.0978169,7.2637382
Jeuss,420,1.8,236.0,46.9039721,7.1625714
Jonen,1975,5.7,346.5,47.2969656,8.3943148
Jongny,1449,2.2,670.8,46.4826453,6.8470796
Jonschwil,3736,11.1,339.3,47.4245451,9.08619
Jorat-Menthue,1417,17.7,80.3,46.65,6.716667
Jouxtens-Mézery,1365,1.9,707.3,46.55043,6.59874
Juriens,293,9.3,31.3,46.6913802,6.448674
Jussy,1237,11.4,109.0,46.2347656,6.2652187
Känerkinden,483,1.4,326.4,47.4121609,7.8372211
Kaiseraugst,5524,4.9,1125.1,47.5380277,7.7289624
Kaiserstuhl,397,0.3,1240.6,47.5675585,8.418269
Kaisten,2558,18.1,141.5,47.54033,8.04439
Kallern,319,2.7,119.0,47.3121376,8.2941482
Kallnach,1911,15.2,125.9,47.0183474,7.2354559
Kaltbrunn,4621,18.6,247.5,47.2133136,9.0250732
Kammersrohr,34,0.9,35.8,47.25583,7.59296
Kandergrund,777,32.0,24.2,46.5566132,7.6609058
Kandersteg,1271,134.5,9.4,46.4947325,7.6744357
Kappel(SO),2958,5.1,581.1,47.3236397,7.8463216
KappelamAlbis,956,7.8,120.9,47.2273614,8.5268129
Kappelen,1353,10.9,123.4,47.0612319,7.2668353
Kaufdorf,1020,2.1,495.1,46.8380493,7.4988722
Kehrsatz,4164,4.4,937.8,46.9104003,7.4711496
Kemmental,2320,25.1,92.7,47.6105099,9.1695522
Kernenried,447,3.3,134.2,47.0733519,7.5507107
Kerns,5943,92.6,64.2,46.9022606,8.2763586
Kerzers,4774,12.2,390.4,46.97489,7.1954365
Kesswil,996,4.4,222.8,47.5935362,9.3177304
Kestenholz,1739,8.6,202.7,47.2822798,7.7525681
Kienberg,526,8.6,61.7,47.4396888,7.96617
Kiesen,900,4.7,192.3,46.8193506,7.5823568
Kilchberg(BL),157,1.6,98.7,47.42602,7.8983239
Kilchberg(ZH),7809,2.6,3026.7,47.3220092,8.5452125
Killwangen,1897,2.4,780.7,47.4326177,8.3484353
Kippel,364,11.7,31.2,46.3993573,7.7721768
Kirchberg(BE),5786,9.1,640.0,47.0864542,7.5838976
Kirchberg(SG),8522,42.6,200.2,47.4113533,9.0401819
Kirchdorf(BE),868,6.1,141.6,46.8206819,7.5480086
Kirchenthurnen,275,1.3,220.0,46.8235991,7.5018166
Kirchleerau,777,4.4,178.2,47.27383,8.06632
Kirchlindach,2887,11.9,241.6,46.9997652,7.4140521
Kleinandelfingen,2046,10.3,198.3,47.5991937,8.6827722
Kleinbösingen,595,3.0,197.7,46.89422,7.20508
Kleinlützel,1259,16.3,77.3,47.4254097,7.4185133
Klingnau,3251,6.7,484.5,47.5810229,8.2489572
Klosters-Serneus,3863,193.2,20.0,46.8699029,9.8828697
Kloten,18400,19.3,954.9,47.4495116,8.5821648
Knonau,2007,6.5,310.2,47.22365,8.46278
Knutwil,2090,9.8,214.8,47.1995882,8.0718749
Koblenz,1583,4.1,388.0,47.60954,8.23842
Kölliken,4265,8.8,479.8,47.3360247,8.0243041
Köniz,39794,51.1,780.1,46.925634,7.4167206
Konolfingen,4929,12.8,385.4,46.8794597,7.6208263
Koppigen,2080,6.9,300.1,47.133724,7.6017869
Kradolf-Schönenberg,3401,10.9,310.3,47.5213353,9.1987635
Krattigen,1077,6.0,178.6,46.6611155,7.7282129
Krauchthal,2289,19.4,117.8,47.0101968,7.5669015
Kreuzlingen,20846,11.5,1814.3,47.6447397,9.1707858
Kriechenwil,427,4.8,89.9,46.9117651,7.2277918
Kriegstetten,1270,1.1,1114.0,47.1746615,7.5980626
Kriens,26957,27.3,986.0,47.0341978,8.2772552
Küblis,862,8.1,105.9,46.9144002,9.7784561
Künten,1673,4.9,342.1,47.3895991,8.3303512
Küsnacht(ZH),13658,12.3,1105.9,47.3189227,8.5844705
Küssnacht(SZ),12426,29.5,423.2,47.0843237,8.4431621
Küttigen,5935,11.9,499.2,47.4175999,8.0472144
Kyburg,407,7.6,53.3,47.4575017,8.744069
L'Abbaye,1365,31.9,42.8,46.6495753,6.3202576
L'Abergement,242,5.8,41.9,46.7535471,6.4879443
L'Isle,1012,16.3,62.4,46.6183489,6.4134809
LaBaroche,1179,31.1,37.9,47.4167,7.1667
LaBrévine,655,42.0,15.7,46.98035,6.60687
LaBrillaz,1805,10.3,175.4,46.7585829,7.0034856
LaChaux(Cossonay),425,6.8,63.0,46.6188796,6.470967
LaChaux-de-Fonds,38699,55.7,695.3,47.1034892,6.8327838
LaChaux-des-Breuleux,99,4.1,24.4,47.2228326,7.0275003
LaChaux-du-Milieu,483,17.3,28.0,47.0131911,6.7036477
LaCôte-aux-Fées,468,12.9,36.4,46.8675625,6.4904954
LaFerrière,553,14.2,39.1,47.1418557,6.8931182
LaFolliaz,935,9.9,94.8,46.7405,6.9643
LaHeutte,485,8.1,60.0,47.1902134,7.2266479
LaNeuveville,3611,6.8,529.5,47.0632023,7.0912628
LaPraz,151,5.1,29.5,46.6674312,6.4271565
LaPunt-Chamues-ch,770,63.2,12.2,46.5789952,9.925413
LaRippe,1076,16.6,64.8,46.3815158,6.150842
LaRoche,1517,24.0,63.0,46.6970359,7.1383057
LaSagne,940,25.6,36.8,47.0394,6.7996
LaSarraz,2449,7.7,317.6,46.6582337,6.5126843
LaSonnaz,1030,6.9,149.3,46.8348457,7.1181479
LaTène,4834,5.4,888.6,47.0051494,7.0205
LaTour-de-Peilz,10993,3.3,3392.9,46.4533165,6.8612781
LaVerrerie,1154,13.4,86.2,46.5976765,6.9226051
Laax,1506,31.7,47.5,46.8091625,9.2607783
Lachen,8126,2.4,3357.9,47.1934652,8.8532083
Laconnex,602,3.8,157.2,46.1556213,6.0359714
Läufelfingen,1269,8.2,155.7,47.3950432,7.8558408
Lajoux(JU),683,12.4,55.2,47.278876,7.1380556
Lalden,671,1.3,524.2,46.2992864,7.9033662
Lamone,1781,1.8,957.5,46.0449437,8.9332835
Lampenberg,507,4.0,127.1,47.42523,7.75871
Lancy,29350,4.8,6153.0,46.1885168,6.1144546
Landiswil,635,10.3,61.9,46.9582,7.68004
Landquart,8498,18.9,450.6,46.9681937,9.5626299
Langenbruck,974,15.7,62.1,47.3483495,7.7686817
Langendorf,3761,2.0,1948.7,47.2216911,7.514949
Langenthal,15291,17.3,885.9,47.2120786,7.7905623
LangnauamAlbis,7330,8.7,845.4,47.28812,8.53783
LangnauimEmmental,9103,48.5,188.1,46.9378622,7.7906824
Langrickenbach,1226,10.9,113.0,47.5934886,9.2472569
Lantsch/Lenz,529,21.8,24.3,46.6858661,9.5632732
Lauenen,816,58.7,13.9,46.4243976,7.3223569
Lauerz,1060,9.2,114.8,47.03492,8.58059
Laufen,5365,11.3,471.9,47.4204213,7.5004874
Laufen-Uhwiesen,1622,6.3,258.7,47.6700922,8.6362791
Laufenburg,3307,14.5,228.1,47.5596648,8.0582758
Laupen,2852,4.1,692.2,46.9035653,7.2386901
Laupersdorf,1682,15.5,108.4,47.3118615,7.6520415
Lauperswil,2642,21.1,124.6,46.9667076,7.7498972
Lausanne,132788,41.3,3209.0,46.5196535,6.6322734
Lausen,4996,5.6,898.6,47.4729163,7.7593955
Lauterbrunnen,2439,164.4,14.8,46.5935058,7.9090981
Lauwil,331,7.3,45.5,47.3901548,7.675683
Lavertezzo,1222,58.1,21.0,46.2597497,8.8394488
Lavey-Morcles,879,14.1,61.9,46.2207033,7.0144817
Lavigny,899,4.0,224.8,46.5012496,6.4044008
Lavin,226,46.2,4.9,46.7679834,10.1107044
Lavizzara,563,187.5,3.0,46.3983847,8.6536193
Lax,287,5.0,57.2,46.3888552,8.1200356
LeBémont(JU),319,11.6,27.3,47.2641535,7.0135675
LeCerneux-Péquignot,322,15.7,20.5,47.01667,6.66496
LeChâtelard,373,7.5,49.7,46.6774396,6.9779856
LeChenit,4442,99.2,44.8,46.6071396,6.2303963
LeFlon,1153,9.5,120.4,46.6005,6.8669
LeGlèbe,1238,10.3,119.4,46.7163849,7.0330044
LeGrand-Saconnex,11911,4.4,2719.4,46.2331904,6.1231633
LeLanderon,4513,10.3,437.7,47.0581255,7.0730626
LeLieu,850,32.5,26.1,46.6473591,6.2814772
LeLocle,10425,23.1,450.5,47.0577195,6.7487354
LeMont-sur-Lausanne,6697,9.8,682.0,46.5533123,6.6339915
LeMouret,3051,18.5,164.6,46.7475846,7.1777862
LeNoirmont,1786,20.4,87.6,47.2256223,6.9572116
LePâquier(FR),1110,4.5,247.2,46.5936084,7.0554305
LeVaud,1231,3.1,395.8,46.4781748,6.2388488
Léchelles,666,8.8,76.1,46.82891,7.01603
Leggia,127,9.2,13.8,46.2629426,9.1630854
Leibstadt,1284,6.4,200.9,47.5899397,8.173178
Leimbach(AG),466,1.1,405.2,47.272689,8.1699781
Leissigen,964,10.4,93.1,46.6540346,7.7723916
Lengnau(AG),2615,12.6,206.4,47.5204237,8.3296194
Lengnau(BE),4672,7.3,633.1,47.18076,7.3692807
Lengwil,1493,8.8,167.9,47.6185527,9.1931347
Lenk,2454,123.0,19.9,46.4571943,7.4429104
Lens,3917,13.9,281.6,46.2816742,7.4486411
Lenzburg,8832,11.4,779.5,47.3904443,8.1721545
LesAgettes,318,5.1,62.5,46.2086498,7.376781
LesBois,1151,24.7,46.5,47.1774878,6.9052937
LesBrenets,1079,11.6,93.6,47.0680788,6.7047551
LesBreuleux,1445,10.8,133.7,47.2122224,7.0040336
LesClées,166,7.1,23.6,46.7316468,6.4628129
LesEnfers,145,7.1,20.3,47.2886168,7.0480782
LesGenevez(JU),534,13.6,39.2,47.256641,7.1297166
LesMontets,1358,10.3,131.7,46.816368,6.8670677
LesPlanchettes,220,11.7,18.8,47.1064515,6.7702862
LesPonts-de-Martel,1276,18.3,70.0,46.999113,6.7335548
LesVerrières,704,28.8,24.5,46.9051166,6.4844577
Leuggern,2134,13.7,155.1,47.5810513,8.2152586
Leuk,3724,55.3,67.3,46.3169188,7.6345834
Leukerbad,1535,67.2,22.8,46.380024,7.6288344
Leutwil,741,3.8,197.6,47.3100762,8.1736563
Leuzigen,1208,10.3,117.2,47.175305,7.4600662
Leysin,4096,18.5,220.6,46.3435634,7.012033
Leytron,2972,26.9,110.7,46.1866297,7.2087015
Lichtensteig,1949,2.8,691.1,47.3239036,9.0876844
Liddes,744,60.2,12.4,45.9919529,7.1858196
Liedertswil,165,2.0,85.1,47.391511,7.7185492
Liesberg,1180,12.5,94.5,47.4037488,7.4290857
Liestal,13807,18.2,759.0,47.4866143,7.7334272
Ligerz,539,1.8,299.4,47.0851233,7.1368597
Lignerolle,382,10.6,35.8,46.7399571,6.4565477
Lignières,949,12.5,75.9,47.0820348,7.0661626
Lindau,5308,11.9,442.7,47.4304072,8.6719126
Linden,1312,13.3,99.2,46.8478265,7.6778153
Linescio,51,6.6,7.7,46.3082261,8.5836449
Locarno,15671,19.4,813.2,46.1669988,8.7942643
Lodrino,1742,31.6,55.3,46.2999632,8.9809186
Löhningen,1368,6.9,199.4,47.7003,8.55296
Lohn(GR),40,8.1,4.9,46.6510793,9.4271108
Lohn(SH),740,4.9,151.6,47.7564818,8.6706968
Lohn-Ammannsegg,2639,4.5,593.0,47.1707062,7.5306002
Lohnstorf,220,1.8,122.2,46.8075212,7.5094958
Lommis,1177,8.6,136.9,47.5174443,8.9946912
Lommiswil,1472,5.8,254.7,47.2252887,7.4724793
Lonay,2493,3.7,672.0,46.5266468,6.5205487
Longirod,426,9.5,45.1,46.4951923,6.2585349
Losone,6499,9.5,682.0,46.1688136,8.7608755
Lostallo,735,50.9,14.5,46.31233,9.1956818
Lostorf,3804,13.3,286.9,47.3842634,7.9489303
Lotzwil,2468,6.2,397.4,47.1896436,7.7916592
Lovatens,137,3.5,39.5,46.6917509,6.8639494
Loveresse,321,4.8,68.0,47.2420672,7.2372678
Lucens,3163,7.8,401.9,46.7082614,6.8389176
Lüscherz,531,5.4,97.3,47.046686,7.1515859
Lüsslingen-Nennigkofen,991,7.8,126.9,47.183333,7.5
Lüterkofen-Ichertswil,715,4.4,161.8,47.1637394,7.5106239
Lüterswil-Gächliwil,322,3.1,105.6,47.1209235,7.4381567
Lütisburg,1443,14.0,102.8,47.394966,9.0813971
Lütschental,235,12.4,19.0,46.6382294,7.9491468
Lützelflüh,4079,26.9,151.6,47.0081826,7.6865903
Lufingen,1873,5.2,360.9,47.4896701,8.5942872
Lugano,62792,75.9,826.4,46.0036778,8.951052
Lugnez,190,5.1,37.3,47.4843773,7.098556
Luins,598,2.7,224.0,46.4428841,6.2736075
Lully(FR),1050,5.5,190.9,46.8334425,6.8444462
Lully(VD),759,2.0,370.2,46.50538,6.4653546
Lumino,1370,10.0,137.7,46.2305658,9.0660027
Lumnezia,2118,165.4,12.8,46.71766,9.17366
Lungern,2087,46.6,44.9,46.7858188,8.159704
Lupfig,2187,5.1,424.7,47.4409386,8.2044259
Lupsingen,1370,3.2,439.1,47.4467057,7.6953567
Lurtigen,180,2.3,77.6,46.9288209,7.1728285
Lussery-Villars,395,3.7,105.9,46.6304666,6.5249187
Lussy-sur-Morges,643,2.4,274.8,46.5039593,6.4501996
Luterbach,3405,4.5,753.3,47.2159256,7.5875125
Luthern,1330,37.9,35.2,47.0591501,7.9159924
Lutry,9511,8.5,1125.6,46.5088803,6.6827638
Lutzenberg,1253,2.3,554.4,47.4591355,9.5798361
Luzein,1237,31.6,39.1,46.9280868,9.7711121
Luzern,80501,29.1,2770.2,47.0501682,8.3093072
Lyss,14200,14.9,957.5,47.0746504,7.3077022
Lyssach,1398,6.1,230.7,47.0655239,7.5819234
Madiswil,3161,23.2,136.4,47.16543,7.79856
Madulain,227,16.4,13.9,46.5864909,9.9384813
Mägenwil,2060,3.5,592.0,47.4120437,8.2356098
Männedorf,10492,4.8,2199.6,47.2574625,8.6946733
Märstetten,2734,9.9,274.2,47.592313,9.0661021
Magden,3824,11.0,347.3,47.5266505,7.814835
Maggia,2554,111.1,23.0,46.2458376,8.7056556
Magliaso,1501,1.1,1377.1,45.9834646,8.8886323
Maienfeld,2687,32.4,83.1,47.00571,9.530813
Maisprach,938,5.0,185.0,47.5238529,7.8468307
Maladers,486,7.6,64.0,46.8350477,9.5609123
Malans,2340,11.4,205.3,46.9816699,9.5758945
Malleray,1972,10.2,192.2,47.238447,7.2711449
Malters,6911,28.6,241.4,47.0369701,8.1838992
Mammern,614,5.4,113.3,47.64574,8.91628
Mandach,309,5.6,55.7,47.5467341,8.1858144
Manno,1270,2.4,533.6,46.0342979,8.9194112
Maracon,453,4.4,103.4,46.55129,6.87208
Marbach(SG),2103,4.4,479.0,47.392076,9.568968
Marchissy,445,11.9,37.1,46.4878378,6.2470386
Marly,7919,7.7,1028.4,46.7782221,7.1567605
Marmorera,31,19.0,1.6,46.4971369,9.6424351
Maroggia,601,1.0,601.0,45.9340548,8.9710806
Marsens,1742,7.8,223.0,46.6558757,7.0644164
Marthalen,1987,14.2,140.4,47.6256347,8.6502288
Martigny,17215,24.9,689.4,46.1049798,7.0755334
Martigny-Combe,2314,37.7,61.5,46.083195,7.0487069
Maschwanden,664,4.7,141.6,47.2348501,8.425838
Masein,443,4.2,105.5,46.7020829,9.4265286
Massagno,6119,0.7,8382.2,46.0129713,8.9418624
Massongex,1699,6.6,256.3,46.2427101,6.9879867
Massonnens,487,4.2,114.6,46.6983064,6.9758491
Mathod,548,6.6,83.2,46.7674276,6.5656279
Mathon,50,15.1,3.3,46.63618,9.41416
Matran,1568,2.9,548.3,46.785386,7.0958855
MattenbeiInterlaken,3728,6.0,631.9,46.6806354,7.8666365
Mattstetten,580,3.8,152.6,47.0299711,7.5136601
Matzendorf,1298,11.3,115.4,47.3072865,7.6284177
Matzingen,2568,7.7,333.1,47.5195701,8.934055
Mauborget,110,5.5,20.0,46.8558419,6.6163352
Mauensee,1156,7.2,161.5,47.1667405,8.071189
Maur,9728,14.8,658.2,47.3404954,8.6696688
Mauraz,52,0.5,104.0,46.6059401,6.4213487
Medel(Lucmagn),408,136.2,3.0,46.6514314,8.8516064
Meggen,6762,7.3,928.8,47.0458287,8.3724158
Meienried,53,0.7,80.3,47.1415006,7.334297
Meierskappel,1374,6.8,202.4,47.1244436,8.4432688
Meikirch,2430,10.3,237.5,47.0095483,7.3641994
Meilen,13082,11.9,1095.6,47.2694361,8.64875
Meinier,2066,7.0,296.8,46.2467593,6.2343577
Meinisberg,1318,4.5,298.2,47.1596325,7.3479735
Meiringen,4676,40.7,115.2,46.7251614,8.1909081
Meisterschwanden,2712,4.3,635.1,47.294895,8.229098
Melano,1418,4.7,305.6,45.9237392,8.9842102
Melchnau,1525,10.4,148.1,47.1822492,7.8515746
Melide,1739,1.6,1041.3,45.9537588,8.9467526
Mellikon,249,2.7,91.9,47.5681243,8.3521038
Mellingen,4887,4.8,1003.5,47.4179544,8.2727454
Mels,8580,139.2,61.7,47.0478375,9.4224018
Meltingen,639,5.8,111.1,47.3880797,7.589463
Mendrisio,14789,31.9,462.0,45.8713339,8.9841329
Ménières,353,4.4,80.6,46.78349,6.8806092
Menziken,5697,6.4,891.5,47.2403152,8.1875302
Menzingen,4329,27.5,157.4,47.1778831,8.5912483
Menznau,2892,30.4,95.2,47.0831969,8.0388779
Merenschwand,3412,13.6,252.6,47.2594048,8.3749207
Mergoscia,222,12.2,18.3,46.2086286,8.844509
Merishausen,828,17.5,47.2,47.7606448,8.6094638
Mervelier,529,9.8,54.1,47.3437446,7.5000358
Merzligen,390,2.3,171.1,47.0881324,7.2505126
Mesocco,1297,164.8,7.9,46.3920008,9.2327479
Messen,1411,11.9,118.7,47.0917018,7.447381
Mettauertal,1911,21.6,88.5,47.566667,8.15
Mettembert,112,2.4,48.3,47.3979703,7.3226055
Mettmenstetten,4423,13.1,340.0,47.2437032,8.4628831
Metzerlen-Mariastein,919,8.5,108.2,47.46586,7.46494
Mex(VD),651,2.9,230.0,46.577693,6.5525569
Meyriez,584,0.3,1717.6,46.9229256,7.1083284
Meyrin,21866,9.9,2199.8,46.2283204,6.070988
Mézières(FR),1011,9.0,113.2,46.67793,6.92563
Mézières(VD),1170,3.5,336.2,46.5955273,6.7702883
Mezzovico-Vira,1308,10.2,128.1,46.0897037,8.9189136
Miège,1370,2.5,541.5,46.3114322,7.5475427
Mies,1929,3.5,559.1,46.3033989,6.1695935
Miglieglia,289,5.1,56.3,46.0237995,8.8567138
Milvignes,8975,8.8,1022.2,46.9673785,6.8546962
Minusio,7251,5.9,1239.5,46.1764501,8.8130107
Mirchel,601,2.4,255.7,46.8955,7.6473238
Misery-Courtion,1677,11.4,147.0,46.8641022,7.0848245
Missy,319,3.1,102.6,46.8796692,6.9691347
Möhlin,10574,18.9,562.7,47.5591304,7.8442531
Mönchaltorf,3472,7.6,456.8,47.3098863,8.7214974
Mönthal,389,3.9,99.0,47.5170805,8.1446086
Mörel-Filet,703,8.4,83.3,46.333333,8.05
Mörigen,867,2.2,401.4,47.0854744,7.2122756
Möriken-Wildegg,4268,6.6,646.7,47.4155165,8.1819783
Mörschwil,3586,9.9,364.8,47.4683334,9.4238877
Mötschwil,131,2.9,44.4,47.0498033,7.5686435
Moiry,260,6.7,39.0,46.6488422,6.4536518
Moleno,115,7.4,15.4,46.2679927,8.9947347
Mollens(VD),291,11.1,26.5,46.5770664,6.363767
Mollens(VS),933,32.5,28.7,46.313537,7.5195394
Molondin,213,5.5,38.8,46.7603344,6.749057
Mon,90,8.5,10.6,46.633333,9.55
Monible,36,3.4,10.6,47.27619,7.20014
Mont-la-Ville,349,19.8,17.7,46.6465391,6.4093478
Mont-Noble,960,43.0,22.3,46.216667,7.416667
Mont-sur-Rolle,2581,3.9,670.4,46.4693048,6.3405436
Mont-Tramelan,113,4.7,24.4,47.2082457,7.0493091
Montagny(FR),2204,17.5,125.8,46.8188202,6.9759592
Montagny-près-Yverdon,705,3.5,200.3,46.7917884,6.6120529
Montalchez,252,6.4,39.3,46.89776,6.7465358
Montana,2398,4.9,490.4,46.3102173,7.4774587
Montanaire,2399,33.5,71.7,46.666667,6.733333
Montcherand,471,3.0,153.9,46.73381,6.50864
MonteCarasso,2802,9.7,290.7,46.1890073,8.9980977
Monteceneri,4530,37.0,122.3,46.1112872,8.9326382
Monteggio,892,3.4,265.5,45.989448,8.820422
Montet(Glâne),399,2.2,182.2,46.6437072,6.8153915
Montfaucon,571,18.3,31.3,47.2816984,7.0510901
Montherod,504,5.0,101.4,46.4985692,6.36594
Monthey,17113,28.6,597.7,46.2521873,6.9469598
Montilliez,1595,11.8,134.4,46.6370416,6.6643277
Montpreveyres,539,4.1,131.5,46.5821207,6.7408098
Montreux,25969,33.4,778.2,46.4312213,6.9106799
Montricher,893,26.0,34.4,46.5997956,6.3758639
Moosleerau,913,3.9,239.6,47.2697,8.0647511
Moosseedorf,3763,6.3,592.6,47.0145991,7.4845784
