Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81930282013254LGN00, 193, 028, 193, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130911095449_20130911101838.02,LT8BPF20130911095055_20130911101931.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/11,2013:254:10:06:17.0248270,2013:254:10:06:48.7948230,2014/12/24,9,66.26,46.00881274,155.16108483,5.451,5.244,-1,2,Y,LPGS_2.4.0,46°01'47.39"N,10°29'47.62"E,47°05'34.48"N,9°35'47.58"E,46°39'32.98"N,12°01'38.53"E,44°57'01.48"N,11°21'23.08"E,45°22'46.38"N,8°59'53.70"E,46.02983,10.49656,47.09291,9.59655,46.65916,12.02737,44.95041,11.35641,45.37955,8.99825,LC81930282013254LGN00,LC81930282013254LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930282013254LGN00
LC81930272013254LGN00, 193, 027, 193, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130911095449_20130911101838.02,LT8BPF20130911095055_20130911101931.02,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/11,2013:254:10:05:53.1380260,2013:254:10:06:24.9080220,2014/12/24,9,61.59,44.83805855,156.35062214,5.761,6.384,-1,2,Y,LPGS_2.4.0,47°26'57.23"N,11°02'05.53"E,48°30'52.42"N,10°06'56.70"E,48°04'22.73"N,12°36'43.88"E,46°22'02.39"N,11°54'39.53"E,46°48'12.74"N,9°29'33.11"E,47.44923,11.03487,48.51456,10.11575,48.07298,12.61219,46.36733,11.91098,46.80354,9.49253,LC81930272013254LGN00,LC81930272013254LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930272013254LGN00
LC81950262013252LGN00, 195, 026, 195, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130909100711_20130909104322.02,LT8BPF20130909100317_20130909104415.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/09,2013:252:10:17:51.5694520,2013:252:10:18:23.3394480,2014/12/24,9,34.72,44.34128531,157.014242,5.414,4.869,-1,2,Y,LPGS_2.4.0,48°51'58.32"N,8°30'22.61"E,49°56'02.29"N,7°34'02.89"E,49°29'02.04"N,10°08'01.46"E,47°46'53.62"N,9°23'56.62"E,48°13'31.48"N,6°54'59.47"E,48.8662,8.50628,49.93397,7.56747,49.4839,10.13374,47.78156,9.39906,48.22541,6.91652,LC81950262013252LGN00,LC81950262013252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950262013252LGN00
LC81950282013252LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130909100711_20130909104322.02,LT8BPF20130909100317_20130909104415.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/09,2013:252:10:18:39.3430540,2013:252:10:19:11.1130490,2015/02/28,9,15.91,46.67955598,154.59908343,4.637,4.838,-1,2,Y,LPGS_2.4.0,46°01'46.38"N,7°24'19.66"E,47°05'33.54"N,6°30'19.19"E,46°39'31.75"N,8°56'11.00"E,44°57'00.36"N,8°15'55.44"E,45°22'45.55"N,5°54'25.16"E,46.02955,7.40546,47.09265,6.50533,46.65882,8.93639,44.9501,8.2654,45.37932,5.90699,LC81950282013252LGN00,LC81950282013252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013252LGN00
LC81950272013252LGN00, 195, 027, 195, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130909100711_20130909104322.02,LT8BPF20130909100317_20130909104415.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/09,2013:252:10:18:15.4562530,2013:252:10:18:47.2262490,2014/12/24,9,39.96,45.51705187,155.82097376,5.049,4.929,-1,2,Y,LPGS_2.4.0,47°26'56.18"N,7°56'37.68"E,48°30'51.37"N,7°01'29.42"E,48°04'21.76"N,9°31'15.42"E,46°22'01.38"N,8°49'10.96"E,46°48'11.63"N,6°24'05.62"E,47.44894,7.9438,48.51427,7.02484,48.07271,9.52095,46.36705,8.81971,46.80323,6.40156,LC81950272013252LGN00,LC81950272013252LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950272013252LGN00
LC81970282013250LGN00, 197, 028, 197, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130907101909_20130907104346.03,LT8BPF20130907101515_20130907104439.04,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/07,2013:250:10:31:01.5637890,2013:250:10:31:33.3337840,2015/11/30,9,87.11,47.34282918,154.03021859,5.319,5.327,24,3,Y,LPGS_2.6.0,46°01'46.38"N,4°18'53.96"E,47°05'33.65"N,3°24'53.14"E,46°39'31.54"N,5°50'46.10"E,44°57'00.25"N,5°10'30.29"E,45°22'45.80"N,2°48'58.90"E,46.02955,4.31499,47.09268,3.41476,46.65876,5.84614,44.95007,5.17508,45.37939,2.81636,LC81970282013250LGN00,LC81970282013250LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970282013250LGN00
LC81970272013250LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130907101909_20130907104346.03,LT8BPF20130907101515_20130907104439.04,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2013/09/07,2013:250:10:30:37.6769880,2013:250:10:31:09.4469840,2015/07/06,9,88.5,46.18874292,155.2853411,0,0,-1,-1,Y,LPGS_2.5.1,47°26'56.22"N,4°51'12.02"E,48°30'51.52"N,3°56'03.26"E,48°04'21.43"N,6°25'50.92"E,46°22'01.16"N,5°43'46.38"E,46°48'11.88"N,3°18'39.38"E,47.44895,4.85334,48.51431,3.93424,48.07262,6.43081,46.36699,5.72955,46.8033,3.31094,LC81970272013250LGN00,LC81970272013250LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272013250LGN00
LC81940282013245LGN00, 194, 028, 194, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130902100102_20130902113907.01,LT8BPF20130902095708_20130902103806.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/02,2013:245:10:12:30.1390310,2013:245:10:13:01.9090270,2014/12/24,9,19.5,48.97572511,152.56904247,4.76,4.407,-1,2,Y,LPGS_2.4.0,46°01'46.67"N,8°56'56.18"E,47°05'34.01"N,8°02'56.40"E,46°39'32.11"N,10°28'47.32"E,44°57'00.43"N,9°48'31.50"E,45°22'45.80"N,7°27'02.09"E,46.02963,8.94894,47.09278,8.049,46.65892,10.47981,44.95012,9.80875,45.37939,7.45058,LC81940282013245LGN00,LC81940282013245LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940282013245LGN00
LC81960272013243LGN00, 196, 027, 196, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130831101723_20130831103736.02,LT8BPF20130831101329_20130831103829.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/31,2013:243:10:24:28.1128110,2013:243:10:24:59.8828070,2015/06/23,9,19.06,48.48548131,153.35925003,5.249,4.889,296,2,Y,LPGS_2.5.1,47°26'57.66"N,6°23'49.34"E,48°30'52.92"N,5°28'41.63"E,48°04'22.98"N,7°58'27.59"E,46°22'02.57"N,7°16'22.51"E,46°48'13.14"N,4°51'17.17"E,47.44935,6.39704,48.5147,5.47823,48.07305,7.97433,46.36738,7.27292,46.80365,4.85477,LC81960272013243LGN00,LC81960272013243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960272013243LGN00
LC81960262013243LGN00, 196, 026, 196, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130831101723_20130831103736.02,LT8BPF20130831101329_20130831103829.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/31,2013:243:10:24:04.2302460,2013:243:10:24:36.0002420,2015/06/23,9,71.7,47.34645592,154.69947212,5.401,5.326,71,2,Y,LPGS_2.5.1,48°51'58.86"N,6°57'34.56"E,49°56'03.01"N,6°01'15.46"E,49°29'02.54"N,8°35'13.31"E,47°46'54.01"N,7°51'07.88"E,48°13'32.09"N,5°22'11.32"E,48.86635,6.9596,49.93417,6.02096,49.48404,8.58703,47.78167,7.85219,48.22558,5.36981,LC81960262013243LGN00,LC81960262013243LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81960262013243LGN00
